Row_ID,Country,Currency,Brand,Brand_Type,Category,Segment,Season,Original_Price,Discount_Percent,Discounted_Price,Stock_Status,Online_Available,In_Store_Available,Data_Source,Collection_Date,Original_Price_USD,Discounted_Price_USD
557,UK,GBP,Reserved,Competitor,Jackets,Outerwear,Fall/Winter 2024,76.67,15,65.17,In Stock,Yes,Yes,Website Scrape,2024-01-15,97.37,82.77
558,UK,GBP,Reserved,Competitor,Jackets,Outerwear,Spring/Summer 2025,174.21,30,121.95,In Stock,Yes,Yes,Partner Data,2025-03-15,221.25,154.88
559,UK,GBP,Reserved,Competitor,Sneakers,Footwear,Spring/Summer 2024,187.71,20,150.17,Out Of Stock,Yes,Yes,Website Scrape,2024-04-10,238.39,190.72
560,UK,GBP,Reserved,Competitor,Sneakers,Footwear,Fall/Winter 2024,137.67,0,137.67,In Stock,Yes,No,Mystery Shopping,2025-03-15,174.84,174.84
561,UK,GBP,Reserved,Competitor,Sneakers,Footwear,Spring/Summer 2025,126.83,0,126.83,In Stock,Yes,Yes,Partner Data,2025-01-20,161.07,161.07
562,UK,GBP,Reserved,Competitor,Handbags,Bags,Spring/Summer 2024,226.5,0,226.5,In Stock,Yes,Yes,Partner Data,2024-01-15,287.66,287.66
563,UK,GBP,Reserved,Competitor,Handbags,Bags,Fall/Winter 2024,371.92,25,278.94,In Stock,Yes,No,Partner Data,2024-04-10,472.34,354.25
564,UK,GBP,Reserved,Competitor,Handbags,Bags,Spring/Summer 2025,255.07,15,216.81,Low Stock,Yes,Yes,Mystery Shopping,2024-04-10,323.94,275.35
565,UK,GBP,Reserved,Competitor,Accessories,Accessories,Spring/Summer 2024,45.88,20,36.7,In Stock,Yes,Yes,Partner Data,2025-03-15,58.27,46.61
566,UK,GBP,Reserved,Competitor,Accessories,Accessories,Fall/Winter 2024,22.9,25,17.17,In Stock,Yes,Yes,Partner Data,2024-01-15,29.08,21.81
567,UK,GBP,Reserved,Competitor,Accessories,Accessories,Spring/Summer 2025,15.58,10,14.02,In Stock,Yes,Yes,Partner Data,2025-03-15,19.79,17.81
568,UK,GBP,Reserved,Competitor,Swimwear,Swimwear,Spring/Summer 2024,17.28,0,17.28,Out Of Stock,Yes,No,Partner Data,2024-10-05,21.95,21.95
569,UK,GBP,Reserved,Competitor,Swimwear,Swimwear,Fall/Winter 2024,54.74,0,54.74,Out Of Stock,Yes,No,Partner Data,2024-10-05,69.52,69.52
570,UK,GBP,Reserved,Competitor,Swimwear,Swimwear,Spring/Summer 2025,48.22,20,38.58,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,61.24,49.0
571,UK,GBP,Styleco,Own Brand,T-Shirts,Tops,Spring/Summer 2024,32.46,30,22.72,In Stock,Yes,No,Partner Data,2024-04-10,41.22,28.85
572,UK,GBP,Styleco,Own Brand,T-Shirts,Tops,Fall/Winter 2024,40.88,0,40.88,In Stock,Yes,No,Partner Data,2024-10-05,51.92,51.92
573,UK,GBP,Styleco,Own Brand,T-Shirts,Tops,Spring/Summer 2025,47.21,25,35.41,In Stock,Yes,Yes,Mystery Shopping,2024-04-10,59.96,44.97
574,UK,GBP,Styleco,Own Brand,Formal Shirts,Tops,Spring/Summer 2024,29.47,15,25.05,Low Stock,No,Yes,Website Scrape,2024-01-15,37.43,31.81
575,UK,GBP,Styleco,Own Brand,Formal Shirts,Tops,Fall/Winter 2024,125.35,30,87.74,In Stock,Yes,No,Partner Data,2025-01-20,159.19,111.43
576,UK,GBP,Styleco,Own Brand,Formal Shirts,Tops,Spring/Summer 2025,44.62,15,37.93,Out Of Stock,Yes,No,Mystery Shopping,2024-10-05,56.67,48.17
577,UK,GBP,Styleco,Own Brand,Dresses,Dresses,Spring/Summer 2024,205.08,20,164.06,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,260.45,208.36
578,UK,GBP,Styleco,Own Brand,Dresses,Dresses,Fall/Winter 2024,32.67,25,24.5,In Stock,Yes,Yes,Partner Data,2025-03-15,41.49,31.12
579,UK,GBP,Styleco,Own Brand,Dresses,Dresses,Spring/Summer 2025,79.52,0,79.52,In Stock,Yes,No,Website Scrape,2024-10-05,100.99,100.99
580,UK,GBP,Styleco,Own Brand,Jeans,Bottoms,Spring/Summer 2024,135.6,25,101.7,Low Stock,No,Yes,Partner Data,2024-04-10,172.21,129.16
581,UK,GBP,Styleco,Own Brand,Jeans,Bottoms,Fall/Winter 2024,111.84,5,106.25,In Stock,Yes,No,Partner Data,2024-04-10,142.04,134.94
582,UK,GBP,Styleco,Own Brand,Jeans,Bottoms,Spring/Summer 2025,50.92,0,50.92,In Stock,Yes,Yes,Website Scrape,2025-01-20,64.67,64.67
583,UK,GBP,Styleco,Own Brand,Activewear,Activewear,Spring/Summer 2024,101.25,0,101.25,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,128.59,128.59
584,UK,GBP,Styleco,Own Brand,Activewear,Activewear,Fall/Winter 2024,106.88,0,106.88,In Stock,No,No,Website Scrape,2025-01-20,135.74,135.74
585,UK,GBP,Styleco,Own Brand,Activewear,Activewear,Spring/Summer 2025,86.11,30,60.28,In Stock,Yes,No,Partner Data,2024-07-22,109.36,76.56
586,UK,GBP,Styleco,Own Brand,Jackets,Outerwear,Spring/Summer 2024,325.91,0,325.91,In Stock,No,Yes,Website Scrape,2024-01-15,413.91,413.91
587,UK,GBP,Styleco,Own Brand,Jackets,Outerwear,Fall/Winter 2024,56.84,30,39.79,Low Stock,Yes,No,Website Scrape,2024-04-10,72.19,50.53
588,UK,GBP,Styleco,Own Brand,Jackets,Outerwear,Spring/Summer 2025,193.83,0,193.83,Out Of Stock,Yes,Yes,Mystery Shopping,2025-03-15,246.16,246.16
589,UK,GBP,Styleco,Own Brand,Sneakers,Footwear,Spring/Summer 2024,72.09,0,72.09,Low Stock,No,Yes,Website Scrape,2025-03-15,91.55,91.55
590,UK,GBP,Styleco,Own Brand,Sneakers,Footwear,Fall/Winter 2024,153.38,25,115.03,Low Stock,Yes,No,Partner Data,2025-03-15,194.79,146.09
591,UK,GBP,Styleco,Own Brand,Sneakers,Footwear,Spring/Summer 2025,166.39,10,149.75,Low Stock,Yes,Yes,Mystery Shopping,2025-01-20,211.32,190.18
592,UK,GBP,Styleco,Own Brand,Handbags,Bags,Spring/Summer 2024,458.8,5,435.86,In Stock,Yes,No,Partner Data,2024-01-15,582.68,553.54
593,UK,GBP,Styleco,Own Brand,Handbags,Bags,Fall/Winter 2024,298.86,5,283.92,In Stock,No,Yes,Website Scrape,2024-04-10,379.55,360.58
594,UK,GBP,Styleco,Own Brand,Handbags,Bags,Spring/Summer 2025,262.77,10,236.49,Out Of Stock,No,No,Mystery Shopping,2025-01-20,333.72,300.34
595,UK,GBP,Styleco,Own Brand,Accessories,Accessories,Spring/Summer 2024,25.77,5,24.48,Low Stock,No,Yes,Mystery Shopping,2025-01-20,32.73,31.09
596,UK,GBP,Styleco,Own Brand,Accessories,Accessories,Fall/Winter 2024,41.16,10,37.04,Out Of Stock,Yes,No,Mystery Shopping,2025-03-15,52.27,47.04
597,UK,GBP,Styleco,Own Brand,Accessories,Accessories,Spring/Summer 2025,17.61,0,17.61,In Stock,No,No,Website Scrape,2024-01-15,22.36,22.36
598,UK,GBP,Styleco,Own Brand,Swimwear,Swimwear,Spring/Summer 2024,31.78,15,27.01,Out Of Stock,Yes,Yes,Mystery Shopping,2025-03-15,40.36,34.3
599,UK,GBP,Styleco,Own Brand,Swimwear,Swimwear,Fall/Winter 2024,16.93,0,16.93,Low Stock,No,Yes,Website Scrape,2024-07-22,21.5,21.5
600,UK,GBP,Styleco,Own Brand,Swimwear,Swimwear,Spring/Summer 2025,31.24,0,31.24,Low Stock,No,No,Partner Data,2025-01-20,39.67,39.67
601,Germany,EUR,Zara,Competitor,T-Shirts,Tops,Spring/Summer 2024,31.35,0,31.35,In Stock,No,Yes,Website Scrape,2024-04-10,33.86,33.86
602,Germany,EUR,Zara,Competitor,T-Shirts,Tops,Fall/Winter 2024,59.7,30,41.79,In Stock,Yes,Yes,Partner Data,2025-01-20,64.48,45.13
603,Germany,EUR,Zara,Competitor,T-Shirts,Tops,Spring/Summer 2025,39.95,0,39.95,In Stock,Yes,Yes,Partner Data,2024-01-15,43.15,43.15
604,Germany,EUR,Zara,Competitor,Formal Shirts,Tops,Spring/Summer 2024,151.45,10,136.31,Low Stock,Yes,No,Mystery Shopping,2024-10-05,163.57,147.21
605,Germany,EUR,Zara,Competitor,Formal Shirts,Tops,Fall/Winter 2024,107.96,0,107.96,In Stock,Yes,No,Partner Data,2025-01-20,116.6,116.6
606,Germany,EUR,Zara,Competitor,Formal Shirts,Tops,Spring/Summer 2025,80.66,10,72.59,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,87.11,78.4
607,Germany,EUR,Zara,Competitor,Dresses,Dresses,Spring/Summer 2024,37.41,30,26.19,In Stock,Yes,No,Mystery Shopping,2024-07-22,40.4,28.29
608,Germany,EUR,Zara,Competitor,Dresses,Dresses,Fall/Winter 2024,264.06,10,237.65,Out Of Stock,Yes,No,Mystery Shopping,2024-10-05,285.18,256.66
609,Germany,EUR,Zara,Competitor,Dresses,Dresses,Spring/Summer 2025,172.18,15,146.35,Low Stock,No,No,Website Scrape,2024-10-05,185.95,158.06
610,Germany,EUR,Zara,Competitor,Jeans,Bottoms,Spring/Summer 2024,57.84,5,54.95,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,62.47,59.35
611,Germany,EUR,Zara,Competitor,Jeans,Bottoms,Fall/Winter 2024,126.0,10,113.4,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,136.08,122.47
612,Germany,EUR,Zara,Competitor,Jeans,Bottoms,Spring/Summer 2025,153.11,30,107.18,In Stock,No,Yes,Mystery Shopping,2024-04-10,165.36,115.75
613,Germany,EUR,Zara,Competitor,Activewear,Activewear,Spring/Summer 2024,115.38,5,109.61,Low Stock,Yes,Yes,Partner Data,2024-04-10,124.61,118.38
614,Germany,EUR,Zara,Competitor,Activewear,Activewear,Fall/Winter 2024,112.51,5,106.88,In Stock,Yes,Yes,Website Scrape,2024-01-15,121.51,115.43
615,Germany,EUR,Zara,Competitor,Activewear,Activewear,Spring/Summer 2025,122.87,25,92.15,Out Of Stock,Yes,No,Website Scrape,2024-10-05,132.7,99.52
616,Germany,EUR,Zara,Competitor,Jackets,Outerwear,Spring/Summer 2024,196.32,10,176.69,Low Stock,Yes,No,Mystery Shopping,2024-10-05,212.03,190.83
617,Germany,EUR,Zara,Competitor,Jackets,Outerwear,Fall/Winter 2024,146.68,0,146.68,Out Of Stock,No,Yes,Partner Data,2024-01-15,158.41,158.41
618,Germany,EUR,Zara,Competitor,Jackets,Outerwear,Spring/Summer 2025,245.32,0,245.32,Low Stock,Yes,No,Partner Data,2024-10-05,264.95,264.95
619,Germany,EUR,Zara,Competitor,Sneakers,Footwear,Spring/Summer 2024,131.66,5,125.08,Low Stock,Yes,Yes,Mystery Shopping,2025-01-20,142.19,135.09
620,Germany,EUR,Zara,Competitor,Sneakers,Footwear,Fall/Winter 2024,276.22,10,248.6,In Stock,Yes,Yes,Partner Data,2024-07-22,298.32,268.49
621,Germany,EUR,Zara,Competitor,Sneakers,Footwear,Spring/Summer 2025,151.95,5,144.35,Low Stock,Yes,Yes,Mystery Shopping,2024-07-22,164.11,155.9
622,Germany,EUR,Zara,Competitor,Handbags,Bags,Spring/Summer 2024,340.1,5,323.1,In Stock,Yes,Yes,Partner Data,2024-10-05,367.31,348.95
623,Germany,EUR,Zara,Competitor,Handbags,Bags,Fall/Winter 2024,547.08,0,547.08,Low Stock,Yes,Yes,Mystery Shopping,2024-10-05,590.85,590.85
624,Germany,EUR,Zara,Competitor,Handbags,Bags,Spring/Summer 2025,167.37,30,117.16,Out Of Stock,Yes,Yes,Mystery Shopping,2024-07-22,180.76,126.53
625,Germany,EUR,Zara,Competitor,Accessories,Accessories,Spring/Summer 2024,53.37,20,42.7,In Stock,Yes,Yes,Website Scrape,2024-07-22,57.64,46.12
626,Germany,EUR,Zara,Competitor,Accessories,Accessories,Fall/Winter 2024,47.17,25,35.38,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,50.94,38.21
627,Germany,EUR,Zara,Competitor,Accessories,Accessories,Spring/Summer 2025,54.29,15,46.15,In Stock,No,Yes,Mystery Shopping,2025-03-15,58.63,49.84
628,Germany,EUR,Zara,Competitor,Swimwear,Swimwear,Spring/Summer 2024,101.11,30,70.78,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,109.2,76.44
629,Germany,EUR,Zara,Competitor,Swimwear,Swimwear,Fall/Winter 2024,67.15,25,50.36,In Stock,No,No,Mystery Shopping,2024-10-05,72.52,54.39
630,Germany,EUR,Zara,Competitor,Swimwear,Swimwear,Spring/Summer 2025,73.08,0,73.08,In Stock,No,No,Partner Data,2025-01-20,78.93,78.93
631,Germany,EUR,H&M,Competitor,T-Shirts,Tops,Spring/Summer 2024,25.32,0,25.32,In Stock,Yes,Yes,Mystery Shopping,2024-07-22,27.35,27.35
632,Germany,EUR,H&M,Competitor,T-Shirts,Tops,Fall/Winter 2024,33.19,20,26.55,In Stock,No,Yes,Partner Data,2025-01-20,35.85,28.67
633,Germany,EUR,H&M,Competitor,T-Shirts,Tops,Spring/Summer 2025,28.01,0,28.01,In Stock,Yes,Yes,Partner Data,2024-04-10,30.25,30.25
634,Germany,EUR,H&M,Competitor,Formal Shirts,Tops,Spring/Summer 2024,83.68,0,83.68,In Stock,Yes,Yes,Website Scrape,2024-01-15,90.37,90.37
635,Germany,EUR,H&M,Competitor,Formal Shirts,Tops,Fall/Winter 2024,28.62,30,20.03,In Stock,Yes,Yes,Partner Data,2024-01-15,30.91,21.63
636,Germany,EUR,H&M,Competitor,Formal Shirts,Tops,Spring/Summer 2025,31.47,0,31.47,Low Stock,Yes,Yes,Website Scrape,2025-03-15,33.99,33.99
637,Germany,EUR,H&M,Competitor,Dresses,Dresses,Spring/Summer 2024,71.27,0,71.27,Out Of Stock,Yes,Yes,Website Scrape,2025-03-15,76.97,76.97
638,Germany,EUR,H&M,Competitor,Dresses,Dresses,Fall/Winter 2024,85.22,25,63.91,Low Stock,Yes,No,Mystery Shopping,2024-04-10,92.04,69.02
639,Germany,EUR,H&M,Competitor,Dresses,Dresses,Spring/Summer 2025,181.82,0,181.82,Out Of Stock,No,No,Partner Data,2025-03-15,196.37,196.37
640,Germany,EUR,H&M,Competitor,Jeans,Bottoms,Spring/Summer 2024,118.47,30,82.93,In Stock,Yes,Yes,Partner Data,2024-04-10,127.95,89.56
641,Germany,EUR,H&M,Competitor,Jeans,Bottoms,Fall/Winter 2024,111.15,15,94.48,Low Stock,Yes,Yes,Mystery Shopping,2024-01-15,120.04,102.04
642,Germany,EUR,H&M,Competitor,Jeans,Bottoms,Spring/Summer 2025,30.22,0,30.22,In Stock,Yes,Yes,Partner Data,2024-01-15,32.64,32.64
643,Germany,EUR,H&M,Competitor,Activewear,Activewear,Spring/Summer 2024,66.11,25,49.58,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,71.4,53.55
644,Germany,EUR,H&M,Competitor,Activewear,Activewear,Fall/Winter 2024,32.7,15,27.8,In Stock,No,No,Mystery Shopping,2024-10-05,35.32,30.02
645,Germany,EUR,H&M,Competitor,Activewear,Activewear,Spring/Summer 2025,36.47,20,29.18,Low Stock,Yes,Yes,Website Scrape,2024-10-05,39.39,31.51
646,Germany,EUR,H&M,Competitor,Jackets,Outerwear,Spring/Summer 2024,199.98,10,179.98,In Stock,Yes,Yes,Website Scrape,2024-01-15,215.98,194.38
647,Germany,EUR,H&M,Competitor,Jackets,Outerwear,Fall/Winter 2024,87.48,25,65.61,Out Of Stock,No,Yes,Partner Data,2025-01-20,94.48,70.86
648,Germany,EUR,H&M,Competitor,Jackets,Outerwear,Spring/Summer 2025,163.46,0,163.46,In Stock,Yes,Yes,Website Scrape,2024-07-22,176.54,176.54
649,Germany,EUR,H&M,Competitor,Sneakers,Footwear,Spring/Summer 2024,87.76,0,87.76,In Stock,Yes,Yes,Website Scrape,2024-10-05,94.78,94.78
650,Germany,EUR,H&M,Competitor,Sneakers,Footwear,Fall/Winter 2024,75.77,25,56.83,In Stock,No,No,Website Scrape,2024-07-22,81.83,61.38
651,Germany,EUR,H&M,Competitor,Sneakers,Footwear,Spring/Summer 2025,52.6,0,52.6,In Stock,Yes,Yes,Website Scrape,2025-01-20,56.81,56.81
652,Germany,EUR,H&M,Competitor,Handbags,Bags,Spring/Summer 2024,230.33,10,207.3,Low Stock,Yes,Yes,Partner Data,2024-04-10,248.76,223.88
653,Germany,EUR,H&M,Competitor,Handbags,Bags,Fall/Winter 2024,214.87,5,204.13,In Stock,Yes,Yes,Partner Data,2024-01-15,232.06,220.46
654,Germany,EUR,H&M,Competitor,Handbags,Bags,Spring/Summer 2025,269.45,25,202.09,Low Stock,Yes,Yes,Website Scrape,2025-03-15,291.01,218.26
655,Germany,EUR,H&M,Competitor,Accessories,Accessories,Spring/Summer 2024,45.75,30,32.02,Out Of Stock,Yes,Yes,Mystery Shopping,2025-03-15,49.41,34.58
656,Germany,EUR,H&M,Competitor,Accessories,Accessories,Fall/Winter 2024,22.32,0,22.32,In Stock,Yes,Yes,Partner Data,2024-10-05,24.11,24.11
657,Germany,EUR,H&M,Competitor,Accessories,Accessories,Spring/Summer 2025,23.16,10,20.84,Out Of Stock,Yes,Yes,Website Scrape,2024-01-15,25.01,22.51
658,Germany,EUR,H&M,Competitor,Swimwear,Swimwear,Spring/Summer 2024,71.99,25,53.99,Out Of Stock,Yes,Yes,Website Scrape,2024-04-10,77.75,58.31
659,Germany,EUR,H&M,Competitor,Swimwear,Swimwear,Fall/Winter 2024,22.91,15,19.47,In Stock,Yes,Yes,Partner Data,2024-04-10,24.74,21.03
660,Germany,EUR,H&M,Competitor,Swimwear,Swimwear,Spring/Summer 2025,57.36,0,57.36,Low Stock,Yes,Yes,Partner Data,2025-03-15,61.95,61.95
661,Germany,EUR,Mango,Competitor,T-Shirts,Tops,Spring/Summer 2024,51.83,25,38.87,In Stock,Yes,No,Mystery Shopping,2024-07-22,55.98,41.98
662,Germany,EUR,Mango,Competitor,T-Shirts,Tops,Fall/Winter 2024,47.58,0,47.58,Low Stock,No,No,Mystery Shopping,2025-01-20,51.39,51.39
663,Germany,EUR,Mango,Competitor,T-Shirts,Tops,Spring/Summer 2025,46.07,0,46.07,Out Of Stock,Yes,Yes,Partner Data,2024-10-05,49.76,49.76
664,Germany,EUR,Mango,Competitor,Formal Shirts,Tops,Spring/Summer 2024,66.78,30,46.75,In Stock,Yes,No,Website Scrape,2024-10-05,72.12,50.49
665,Germany,EUR,Mango,Competitor,Formal Shirts,Tops,Fall/Winter 2024,65.55,15,55.72,Low Stock,Yes,No,Partner Data,2024-10-05,70.79,60.18
666,Germany,EUR,Mango,Competitor,Formal Shirts,Tops,Spring/Summer 2025,125.66,15,106.81,Out Of Stock,Yes,Yes,Partner Data,2024-01-15,135.71,115.35
667,Germany,EUR,Mango,Competitor,Dresses,Dresses,Spring/Summer 2024,181.71,20,145.37,In Stock,No,No,Website Scrape,2025-01-20,196.25,157.0
668,Germany,EUR,Mango,Competitor,Dresses,Dresses,Fall/Winter 2024,97.41,15,82.8,In Stock,Yes,No,Partner Data,2024-01-15,105.2,89.42
669,Germany,EUR,Mango,Competitor,Dresses,Dresses,Spring/Summer 2025,47.53,0,47.53,In Stock,Yes,Yes,Mystery Shopping,2024-04-10,51.33,51.33
670,Germany,EUR,Mango,Competitor,Jeans,Bottoms,Spring/Summer 2024,55.58,20,44.46,Low Stock,Yes,Yes,Mystery Shopping,2024-04-10,60.03,48.02
671,Germany,EUR,Mango,Competitor,Jeans,Bottoms,Fall/Winter 2024,122.5,5,116.38,Low Stock,Yes,Yes,Partner Data,2024-01-15,132.3,125.69
672,Germany,EUR,Mango,Competitor,Jeans,Bottoms,Spring/Summer 2025,95.08,20,76.06,In Stock,Yes,No,Mystery Shopping,2025-01-20,102.69,82.14
673,Germany,EUR,Mango,Competitor,Activewear,Activewear,Spring/Summer 2024,28.32,10,25.49,In Stock,Yes,No,Website Scrape,2024-01-15,30.59,27.53
674,Germany,EUR,Mango,Competitor,Activewear,Activewear,Fall/Winter 2024,96.57,5,91.74,In Stock,Yes,No,Partner Data,2024-04-10,104.3,99.08
675,Germany,EUR,Mango,Competitor,Activewear,Activewear,Spring/Summer 2025,80.5,0,80.5,Out Of Stock,Yes,No,Mystery Shopping,2025-03-15,86.94,86.94
676,Germany,EUR,Mango,Competitor,Jackets,Outerwear,Spring/Summer 2024,304.66,0,304.66,In Stock,No,No,Mystery Shopping,2025-03-15,329.03,329.03
677,Germany,EUR,Mango,Competitor,Jackets,Outerwear,Fall/Winter 2024,122.47,25,91.85,In Stock,Yes,No,Mystery Shopping,2024-07-22,132.27,99.2
678,Germany,EUR,Mango,Competitor,Jackets,Outerwear,Spring/Summer 2025,208.01,15,176.81,Out Of Stock,Yes,No,Partner Data,2024-04-10,224.65,190.95
679,Germany,EUR,Mango,Competitor,Sneakers,Footwear,Spring/Summer 2024,148.15,10,133.34,In Stock,No,Yes,Mystery Shopping,2024-01-15,160.0,144.01
680,Germany,EUR,Mango,Competitor,Sneakers,Footwear,Fall/Winter 2024,248.91,0,248.91,Out Of Stock,Yes,Yes,Website Scrape,2024-07-22,268.82,268.82
681,Germany,EUR,Mango,Competitor,Sneakers,Footwear,Spring/Summer 2025,294.94,15,250.7,In Stock,Yes,No,Partner Data,2025-01-20,318.54,270.76
682,Germany,EUR,Mango,Competitor,Handbags,Bags,Spring/Summer 2024,389.06,0,389.06,In Stock,No,Yes,Website Scrape,2024-04-10,420.18,420.18
683,Germany,EUR,Mango,Competitor,Handbags,Bags,Fall/Winter 2024,232.01,5,220.41,In Stock,Yes,Yes,Website Scrape,2025-01-20,250.57,238.04
684,Germany,EUR,Mango,Competitor,Handbags,Bags,Spring/Summer 2025,307.53,0,307.53,In Stock,No,Yes,Mystery Shopping,2025-03-15,332.13,332.13
685,Germany,EUR,Mango,Competitor,Accessories,Accessories,Spring/Summer 2024,62.64,0,62.64,Out Of Stock,Yes,Yes,Partner Data,2025-01-20,67.65,67.65
686,Germany,EUR,Mango,Competitor,Accessories,Accessories,Fall/Winter 2024,38.69,15,32.89,In Stock,No,Yes,Website Scrape,2024-04-10,41.79,35.52
687,Germany,EUR,Mango,Competitor,Accessories,Accessories,Spring/Summer 2025,66.15,0,66.15,Low Stock,Yes,Yes,Partner Data,2024-01-15,71.44,71.44
688,Germany,EUR,Mango,Competitor,Swimwear,Swimwear,Spring/Summer 2024,47.0,15,39.95,Out Of Stock,Yes,Yes,Website Scrape,2025-03-15,50.76,43.15
689,Germany,EUR,Mango,Competitor,Swimwear,Swimwear,Fall/Winter 2024,79.65,25,59.74,Out Of Stock,Yes,Yes,Mystery Shopping,2024-07-22,86.02,64.52
690,Germany,EUR,Mango,Competitor,Swimwear,Swimwear,Spring/Summer 2025,82.02,15,69.72,In Stock,No,No,Partner Data,2024-01-15,88.58,75.3
691,Germany,EUR,Uniqlo,Competitor,T-Shirts,Tops,Spring/Summer 2024,32.14,20,25.71,Out Of Stock,No,No,Website Scrape,2024-04-10,34.71,27.77
692,Germany,EUR,Uniqlo,Competitor,T-Shirts,Tops,Fall/Winter 2024,29.49,20,23.59,Out Of Stock,Yes,No,Partner Data,2025-03-15,31.85,25.48
693,Germany,EUR,Uniqlo,Competitor,T-Shirts,Tops,Spring/Summer 2025,31.2,10,28.08,Low Stock,Yes,No,Partner Data,2024-01-15,33.7,30.33
694,Germany,EUR,Uniqlo,Competitor,Formal Shirts,Tops,Spring/Summer 2024,35.8,15,30.43,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,38.66,32.86
695,Germany,EUR,Uniqlo,Competitor,Formal Shirts,Tops,Fall/Winter 2024,92.61,0,92.61,In Stock,No,No,Website Scrape,2024-10-05,100.02,100.02
696,Germany,EUR,Uniqlo,Competitor,Formal Shirts,Tops,Spring/Summer 2025,30.3,5,28.79,In Stock,Yes,No,Website Scrape,2024-01-15,32.72,31.09
697,Germany,EUR,Uniqlo,Competitor,Dresses,Dresses,Spring/Summer 2024,156.89,0,156.89,In Stock,Yes,Yes,Partner Data,2024-01-15,169.44,169.44
698,Germany,EUR,Uniqlo,Competitor,Dresses,Dresses,Fall/Winter 2024,83.26,15,70.77,In Stock,Yes,Yes,Partner Data,2025-01-20,89.92,76.43
699,Germany,EUR,Uniqlo,Competitor,Dresses,Dresses,Spring/Summer 2025,163.76,0,163.76,In Stock,No,No,Partner Data,2025-01-20,176.86,176.86
700,Germany,EUR,Uniqlo,Competitor,Jeans,Bottoms,Spring/Summer 2024,36.99,10,33.29,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,39.95,35.95
701,Germany,EUR,Uniqlo,Competitor,Jeans,Bottoms,Fall/Winter 2024,136.83,10,123.15,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,147.78,133.0
702,Germany,EUR,Uniqlo,Competitor,Jeans,Bottoms,Spring/Summer 2025,81.87,30,57.31,In Stock,Yes,Yes,Partner Data,2025-01-20,88.42,61.89
703,Germany,EUR,Uniqlo,Competitor,Activewear,Activewear,Spring/Summer 2024,26.86,25,20.14,Out Of Stock,Yes,Yes,Website Scrape,2025-01-20,29.01,21.75
704,Germany,EUR,Uniqlo,Competitor,Activewear,Activewear,Fall/Winter 2024,44.74,0,44.74,In Stock,Yes,No,Mystery Shopping,2024-07-22,48.32,48.32
705,Germany,EUR,Uniqlo,Competitor,Activewear,Activewear,Spring/Summer 2025,68.2,30,47.74,In Stock,Yes,No,Mystery Shopping,2024-10-05,73.66,51.56
706,Germany,EUR,Uniqlo,Competitor,Jackets,Outerwear,Spring/Summer 2024,310.56,0,310.56,Out Of Stock,Yes,Yes,Website Scrape,2024-07-22,335.4,335.4
707,Germany,EUR,Uniqlo,Competitor,Jackets,Outerwear,Fall/Winter 2024,307.74,0,307.74,Low Stock,Yes,Yes,Website Scrape,2025-01-20,332.36,332.36
708,Germany,EUR,Uniqlo,Competitor,Jackets,Outerwear,Spring/Summer 2025,97.28,15,82.69,Low Stock,Yes,Yes,Partner Data,2024-04-10,105.06,89.31
709,Germany,EUR,Uniqlo,Competitor,Sneakers,Footwear,Spring/Summer 2024,165.05,5,156.8,In Stock,Yes,No,Partner Data,2025-01-20,178.25,169.34
710,Germany,EUR,Uniqlo,Competitor,Sneakers,Footwear,Fall/Winter 2024,228.63,0,228.63,Out Of Stock,Yes,Yes,Website Scrape,2025-01-20,246.92,246.92
711,Germany,EUR,Uniqlo,Competitor,Sneakers,Footwear,Spring/Summer 2025,155.43,0,155.43,In Stock,Yes,No,Website Scrape,2024-07-22,167.86,167.86
712,Germany,EUR,Uniqlo,Competitor,Handbags,Bags,Spring/Summer 2024,442.44,20,353.95,In Stock,No,No,Partner Data,2025-03-15,477.84,382.27
713,Germany,EUR,Uniqlo,Competitor,Handbags,Bags,Fall/Winter 2024,189.73,0,189.73,In Stock,Yes,Yes,Partner Data,2025-01-20,204.91,204.91
714,Germany,EUR,Uniqlo,Competitor,Handbags,Bags,Spring/Summer 2025,182.8,5,173.66,Out Of Stock,Yes,Yes,Partner Data,2024-01-15,197.42,187.55
715,Germany,EUR,Uniqlo,Competitor,Accessories,Accessories,Spring/Summer 2024,29.72,25,22.29,In Stock,No,No,Partner Data,2024-07-22,32.1,24.07
716,Germany,EUR,Uniqlo,Competitor,Accessories,Accessories,Fall/Winter 2024,18.78,25,14.09,In Stock,Yes,Yes,Website Scrape,2024-01-15,20.28,15.22
717,Germany,EUR,Uniqlo,Competitor,Accessories,Accessories,Spring/Summer 2025,33.54,10,30.19,Low Stock,Yes,No,Partner Data,2024-04-10,36.22,32.61
